dataset_id,case_id,question_type,question,needs_human_review,reference_context_ids,retrieved_context_ids,retrieval_latency_ms,hit_at_1,hit_at_3,hit_at_5,hit_at_10,mrr,recall_at_1,recall_at_3,recall_at_5,recall_at_10,precision_at_1,precision_at_3,precision_at_5,precision_at_10,ragas_id_context_precision,ragas_id_context_recall
transfusion-retrieval-v1,TF032,administration,4세 미만 소아 수혈 시 카테터는 어떻게 선택하나요?,False,5de4d74d-720e-4d86-a836-f946d70a2d32,63cb7040-3526-4f6f-9f88-e295bbe5edaf|fb4884e3-8fea-42fa-b996-7e9c333e7fef|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|17e22a4e-78d9-4607-b75b-151e52cc4d20|fbb0340e-b19d-43c3-a23a-5ee07899e8cd|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|c141d593-8af3-43e4-b0a9-f60c7c49da12|635840ee-2aa9-43b0-86b4-74229536c495|756d12b3-7bab-48b3-86c9-f2911e308f0e|e9ad4f9e-f150-4d2b-b7cd-20a8a3327864,11.458299999503652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF033,administration,일반 수혈세트와 백혈구제거필터의 목적 차이는?,False,e62b0c91-ff0c-43b2-9bd5-ff173d9f8bc0,59d57c8a-c9d7-4f8d-b9a1-a2816f1f01f7|66dba192-bac5-4b3a-bd4d-77e9eacb4192|10537058-d160-4786-a6cf-95de46d7189c|e62b0c91-ff0c-43b2-9bd5-ff173d9f8bc0|d9a4a9c8-fbd4-41f2-bab6-6abd72575204|4797ba3b-c3d9-4d11-be5f-86db44dbda83|9131e9a9-eff3-4f4e-a20b-4bdd456c35bc|1033ac46-dec8-493e-b577-7f5ad80f8e86|602c933f-0b8f-4533-87a5-f27ecd5f2af9|fbf62ef9-25b7-437c-98d8-c4934fba0fe6,12.331499998254003,0.0,0.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.1,0.1,1.0
transfusion-retrieval-v1,TF034,administration,백혈구제거필터 사용 시 주의사항은 무엇인가요?,False,59d57c8a-c9d7-4f8d-b9a1-a2816f1f01f7,59d57c8a-c9d7-4f8d-b9a1-a2816f1f01f7|e62b0c91-ff0c-43b2-9bd5-ff173d9f8bc0|66dba192-bac5-4b3a-bd4d-77e9eacb4192|63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|4797ba3b-c3d9-4d11-be5f-86db44dbda83|602c933f-0b8f-4533-87a5-f27ecd5f2af9|7c33fbb7-e931-4f6b-9520-23875ec9ee5b|eda54b74-cd2f-4808-8175-bcc5b916ce90|761b9529-5b18-4262-8174-6062c35fb31c,8.406099999774597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,0.1,1.0
transfusion-retrieval-v1,TF035,administration,혈소판 채집백을 이용한 수혈 방법을 알려줘,True,b0b5bc4f-7d0b-4f56-8e37-84178d38637d,66dba192-bac5-4b3a-bd4d-77e9eacb4192|16efaa44-1554-4748-8407-48fac0bced94|63cb7040-3526-4f6f-9f88-e295bbe5edaf|4797ba3b-c3d9-4d11-be5f-86db44dbda83|59d57c8a-c9d7-4f8d-b9a1-a2816f1f01f7|10537058-d160-4786-a6cf-95de46d7189c|d9a4a9c8-fbd4-41f2-bab6-6abd72575204|b225ae64-72d2-4e59-81c0-57f5d8438666|f9eb1471-4566-4c09-a18e-9f3d84a47e9c|602c933f-0b8f-4533-87a5-f27ecd5f2af9,12.201900000945898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF036,monitoring,수혈 중 활력징후 측정과 환자 관찰 시점을 알려줘,False,a7cf71a5-8426-4d7c-8106-e0754e7cb4bf,16efaa44-1554-4748-8407-48fac0bced94|8f3ed830-3a06-41c6-8b06-cfcf6d36a83c|eda54b74-cd2f-4808-8175-bcc5b916ce90|9b6cc313-9a59-4387-a5ce-2ed14389a0a7|7adacb8c-91c0-4ea7-8d82-7505eeac5042|a7cf71a5-8426-4d7c-8106-e0754e7cb4bf|602c933f-0b8f-4533-87a5-f27ecd5f2af9|66dba192-bac5-4b3a-bd4d-77e9eacb4192|b225ae64-72d2-4e59-81c0-57f5d8438666|7e5199d4-e5c9-40ca-a69f-ea37f52c6ce3,12.021600001389743,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0
transfusion-retrieval-v1,TF037,adverse_reaction,급성 용혈성 수혈반응의 증상과 처치는?,True,15e829a9-a475-429d-b0e3-5c34bfbd3ab7|8939253d-3272-4915-8c2b-c60062aeb818,602c933f-0b8f-4533-87a5-f27ecd5f2af9|63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|391ad5dc-0d1c-4350-85ba-5aa601d9ac0d|761b9529-5b18-4262-8174-6062c35fb31c|843aa4c8-3ffd-4747-97eb-8699b0a0eeaf|4797ba3b-c3d9-4d11-be5f-86db44dbda83|66dba192-bac5-4b3a-bd4d-77e9eacb4192|10537058-d160-4786-a6cf-95de46d7189c|c141d593-8af3-43e4-b0a9-f60c7c49da12,11.352400000760099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF038,adverse_reaction,비용혈성 발열반응의 증상과 처치는?,True,8939253d-3272-4915-8c2b-c60062aeb818|7abe62fa-6fdb-4466-a16b-73e1770f0c57,602c933f-0b8f-4533-87a5-f27ecd5f2af9|391ad5dc-0d1c-4350-85ba-5aa601d9ac0d|843aa4c8-3ffd-4747-97eb-8699b0a0eeaf|4797ba3b-c3d9-4d11-be5f-86db44dbda83|ee8c2027-ad6d-4bb7-8077-5e4c42be1cc3|edd76252-eb29-4acf-9a31-735463528b7d|16efaa44-1554-4748-8407-48fac0bced94|63cb7040-3526-4f6f-9f88-e295bbe5edaf|66dba192-bac5-4b3a-bd4d-77e9eacb4192|8939253d-3272-4915-8c2b-c60062aeb818,10.367099999712082,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.1,0.5
transfusion-retrieval-v1,TF039,adverse_reaction,알레르기성 수혈반응의 증상과 처치는?,True,7abe62fa-6fdb-4466-a16b-73e1770f0c57|2e55093d-0a0f-4fd9-954b-4fc72df9eac0,7abe62fa-6fdb-4466-a16b-73e1770f0c57|2e55093d-0a0f-4fd9-954b-4fc72df9eac0|63cb7040-3526-4f6f-9f88-e295bbe5edaf|602c933f-0b8f-4533-87a5-f27ecd5f2af9|16efaa44-1554-4748-8407-48fac0bced94|391ad5dc-0d1c-4350-85ba-5aa601d9ac0d|4797ba3b-c3d9-4d11-be5f-86db44dbda83|f4580736-a09e-471f-93d2-8089c695eb67|761b9529-5b18-4262-8174-6062c35fb31c|843aa4c8-3ffd-4747-97eb-8699b0a0eeaf,10.588900000584545,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.2,0.2,1.0
transfusion-retrieval-v1,TF040,adverse_reaction,수혈 관련 순환 과부하의 증상과 처치는?,True,2e55093d-0a0f-4fd9-954b-4fc72df9eac0|f4580736-a09e-471f-93d2-8089c695eb67,602c933f-0b8f-4533-87a5-f27ecd5f2af9|843aa4c8-3ffd-4747-97eb-8699b0a0eeaf|66dba192-bac5-4b3a-bd4d-77e9eacb4192|ee8c2027-ad6d-4bb7-8077-5e4c42be1cc3|edd76252-eb29-4acf-9a31-735463528b7d|391ad5dc-0d1c-4350-85ba-5aa601d9ac0d|16efaa44-1554-4748-8407-48fac0bced94|d9a4a9c8-fbd4-41f2-bab6-6abd72575204|4797ba3b-c3d9-4d11-be5f-86db44dbda83|8f3ed830-3a06-41c6-8b06-cfcf6d36a83c,10.51519999964512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF041,adverse_reaction,아나필락시스 수혈반응의 증상과 처치는?,True,f4580736-a09e-471f-93d2-8089c695eb67|5e7838ae-0b80-4d05-b266-deb52de7b401,63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|602c933f-0b8f-4533-87a5-f27ecd5f2af9|761b9529-5b18-4262-8174-6062c35fb31c|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|17e22a4e-78d9-4607-b75b-151e52cc4d20|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|c141d593-8af3-43e4-b0a9-f60c7c49da12|cf1adf23-d1e1-4e53-990c-b241ad636d39|756d12b3-7bab-48b3-86c9-f2911e308f0e,11.41009999992093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF042,return_disposal,사용하지 않은 혈액제제는 어떻게 반납하나요?,False,3abbb958-eafe-4ffe-bcfc-dafa7349c15c|dfb2693a-e821-4d6e-bbcc-0dbf3dc2a2ae,63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|4797ba3b-c3d9-4d11-be5f-86db44dbda83|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|17e22a4e-78d9-4607-b75b-151e52cc4d20|fbb0340e-b19d-43c3-a23a-5ee07899e8cd|e4892114-b8eb-4f39-a7c4-427217039236|c141d593-8af3-43e4-b0a9-f60c7c49da12|cf1adf23-d1e1-4e53-990c-b241ad636d39|e9ad4f9e-f150-4d2b-b7cd-20a8a3327864,10.80319999891799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF043,return_disposal,수혈 후 혈액백과 수혈세트는 어떻게 폐기하나요?,False,fbf62ef9-25b7-437c-98d8-c4934fba0fe6|f9eb1471-4566-4c09-a18e-9f3d84a47e9c,63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|17e22a4e-78d9-4607-b75b-151e52cc4d20|e4892114-b8eb-4f39-a7c4-427217039236|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|c141d593-8af3-43e4-b0a9-f60c7c49da12|635840ee-2aa9-43b0-86b4-74229536c495|756d12b3-7bab-48b3-86c9-f2911e308f0e|e9ad4f9e-f150-4d2b-b7cd-20a8a3327864,10.993299998517614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF044,return_disposal,반납한 혈액제제를 재출고할 수 있는 조건은 무엇인가요?,False,a3d42ca5-54b5-4b8d-be4e-79337aaab880,4797ba3b-c3d9-4d11-be5f-86db44dbda83|63cb7040-3526-4f6f-9f88-e295bbe5edaf|fd678588-5ac2-400d-95c5-3309537781ec|66dba192-bac5-4b3a-bd4d-77e9eacb4192|16efaa44-1554-4748-8407-48fac0bced94|ee8c2027-ad6d-4bb7-8077-5e4c42be1cc3|a3d42ca5-54b5-4b8d-be4e-79337aaab880|602c933f-0b8f-4533-87a5-f27ecd5f2af9|59d57c8a-c9d7-4f8d-b9a1-a2816f1f01f7|3abbb958-eafe-4ffe-bcfc-dafa7349c15c,11.374499999874388,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0
transfusion-retrieval-v1,TF045,return_disposal,혈액제제 재출고 절차를 알려줘,False,fd678588-5ac2-400d-95c5-3309537781ec,63cb7040-3526-4f6f-9f88-e295bbe5edaf|4797ba3b-c3d9-4d11-be5f-86db44dbda83|16efaa44-1554-4748-8407-48fac0bced94|602c933f-0b8f-4533-87a5-f27ecd5f2af9|66dba192-bac5-4b3a-bd4d-77e9eacb4192|59d57c8a-c9d7-4f8d-b9a1-a2816f1f01f7|10537058-d160-4786-a6cf-95de46d7189c|fd678588-5ac2-400d-95c5-3309537781ec|761b9529-5b18-4262-8174-6062c35fb31c|70b95f72-95ec-43b5-b76f-657518103256,7.563000001027831,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0
